CUSIP,Issuer,Issue Date,Maturity Date,Coupon Rate,Price,Par Value,Market Value,Rating,Sector
282XKM8V1,4OBLGE,2011-7-23,2041-2-14,2.48,113.27,980.05,7320.96,CC,Consumer Staples
VP55KEL6R,NW0F2A,1997-7-1,2047-11-14,9.81,96.46,276.32,7428.96,AAA,Industrials
KDDA5OOJW,Q2U57W,1994-11-10,2024-12-10,8.55,105.35,645.64,2639.56,B,Consumer Discretionary
KWU9Z8N36,VY1VUD,2008-8-11,2037-3-7,6.63,85.24,127.62,9100.77,CCC,Consumer Discretionary
1K8ZHP7Z2,4A2CCL,1994-10-1,2025-2-7,9.18,113.15,441.85,7909.77,C,Consumer Discretionary
TOZV83Z7P,3EQQX3,1984-6-7,2041-6-9,6.22,97.9,796.37,6754.26,B,Energy
L6MSIZ3KX,XVK0DJ,1992-4-26,2025-7-22,1.21,83.97,948.13,4739.63,AAA,Consumer Staples
NFWLVDUGZ,0DAR9V,2005-3-12,2039-8-13,5.17,96.08,895.82,9286.64,CC,Healthcare
DHJN6HMMW,4LXKMQ,2022-5-15,2028-3-12,3.78,118.17,990.15,8920.57,C,Finance
ERQRPU60D,Q9MUUD,2016-9-12,2026-5-17,7.66,102.81,913.71,3351.65,AAA,Materials
HO4OTVAM6,UFR7D2,2013-7-15,2046-12-13,9.27,93.62,242.81,7494.98,BB,Healthcare
F49SDKR96,H02LTE,2005-8-18,2031-9-7,3.94,82.99,906.04,5124.18,D,Real Estate
E4G108W0D,K547WU,1981-10-20,2036-6-20,7.91,114.42,638.97,2912.23,AA,Industrials
KMKE607ZC,27HXM2,2017-11-27,2027-10-3,6.32,106.76,620.75,4550.49,C,Consumer Staples
1IB2U3XU4,7XV40C,2022-9-25,2036-7-10,8.05,106.18,860.23,6639.18,B,Consumer Staples
RSPSE8ZBI,S1C87F,2020-2-17,2031-5-2,2.14,102.95,193.59,7420.0,CCC,Industrials
MSSLJ48S0,0887JC,1986-6-25,2039-4-3,6.94,89.75,200.41,6124.19,BBB,Technology
JFBBOF21Q,PHUVD9,1984-9-21,2050-10-15,3.18,81.36,865.12,1973.44,AA,Consumer Discretionary
RZGA3NH7B,YL9B5D,2007-5-3,2024-1-25,1.67,100.74,355.71,3215.94,AAA,Finance
D5ELA1ZLY,1Z4CG9,2022-6-1,2045-12-22,3.07,93.85,288.81,5050.52,BBB,Healthcare
MTJCM68UO,FR818Y,2021-5-27,2033-1-11,7.98,107.42,423.29,4613.34,AAA,Healthcare
HPFH8BUD5,5COHSA,2017-4-20,2049-5-8,2.66,87.03,108.94,7267.32,AA,Industrials
0IF68ZS7V,PKT7O9,1983-6-11,2032-3-26,6.42,96.08,956.85,3221.63,B,Energy
Y0CNV8EQV,FUE27L,2007-9-23,2048-7-18,1.82,100.73,506.64,6641.89,BB,Consumer Discretionary
UVE3FQB2E,KD5LD5,2006-5-1,2049-10-10,0.41,87.13,836.36,1731.83,B,Finance
JHZVY1XWC,DC99SV,1983-11-21,2030-8-25,8.09,104.21,747.73,4850.31,C,Technology
P9KR1GB8Z,3KBD9M,2021-8-16,2050-2-17,8.89,84.74,808.18,4483.29,C,Materials
H5PZNWVRM,TL8JRT,1999-9-19,2041-4-22,3.7,98.07,265.11,5542.41,CCC,Materials
0UO9D08D3,CELT5C,2009-5-5,2043-8-1,7.04,98.54,172.66,7880.07,B,Real Estate
NG2FJ4UK8,S2JWC4,2001-9-6,2045-6-12,1.01,97.97,760.89,2265.05,CCC,Industrials
I5UGOQSRR,SVIXFX,1998-11-4,2034-9-5,6.89,83.13,510.99,5353.61,D,Healthcare
1H4MUN9OZ,RHNXEB,2021-11-18,2024-9-23,8.82,111.22,956.49,7316.36,B,Consumer Discretionary
GUD985H6M,12B4QT,2011-10-10,2040-3-20,4.61,114.54,656.04,9888.15,BB,Industrials
4VDXRL0U5,52WYUZ,1985-2-27,2035-10-5,8.64,104.52,290.92,4098.05,CCC,Technology
O6BBL2I7V,Q101QM,1998-1-7,2050-10-20,8.25,86.5,662.99,1135.19,CCC,Consumer Staples
DO311V442,86LEIB,2004-1-28,2024-4-12,4.44,82.5,899.32,8748.68,D,Healthcare
2AC2VHWLD,ZLZEQA,1992-2-2,2047-3-21,6.1,89.05,509.31,7462.09,C,Consumer Discretionary
GF3RQ1ZQ2,KFWXBG,2011-9-22,2025-6-10,2.42,116.8,150.36,1498.54,CCC,Consumer Discretionary
8FK1JZNBR,9L3JP2,2016-5-14,2030-3-1,6.88,118.55,933.1,1541.02,BB,Industrials
5VHDBO8MB,254PAX,1994-3-12,2025-10-21,5.82,106.04,412.39,8349.57,AAA,Technology
OJDAIXLSX,4IJ8KA,2011-3-10,2048-3-11,5.58,87.18,341.24,9294.44,B,Industrials
IM9EALSO0,DAJMCM,2004-3-22,2031-3-15,7.17,100.88,229.02,2049.83,A,Finance
BZLECGMBZ,IFL3ZE,1983-4-5,2027-8-28,6.21,81.07,636.42,7542.14,CCC,Materials
DP3QGVVIN,E4HNCZ,1981-6-19,2026-8-8,4.64,93.75,179.61,4643.04,D,Materials
7FH4GHL4X,AM2A9Z,2018-1-11,2035-5-19,8.16,87.0,606.44,7568.44,BBB,Consumer Staples
98EMCMR8V,TBFJVA,1994-2-25,2032-9-20,8.9,119.33,950.33,6657.09,CCC,Finance
RYGI7V46N,Z2HQLH,1992-9-1,2025-11-22,2.05,115.06,530.52,5468.17,AA,Consumer Staples
S7Q81M4UP,Q7FNSV,1990-4-9,2038-5-20,2.63,97.21,570.09,6892.44,D,Consumer Staples
AKCPOOBVM,TFXH4J,2011-10-6,2032-1-27,1.69,117.46,895.25,1667.53,CCC,Energy
1WT55VXP6,PPA7HR,2008-12-15,2037-10-1,9.49,81.16,663.51,4814.39,AA,Materials
ZX0LH70RM,UZIDG1,1989-8-14,2032-11-20,1.81,110.06,207.75,9794.43,CC,Finance
GOGZ4WT65,LXU7ZI,2018-9-8,2047-8-28,9.77,97.0,696.4,4683.06,BB,Healthcare
RLT08NCQ7,3G1G0F,2023-8-25,2048-12-1,5.65,98.45,389.21,3952.48,C,Consumer Staples
EZCFVSHRM,MYPA97,1994-9-1,2030-8-7,2.69,91.85,317.65,6131.48,C,Consumer Staples
6L4G3F63R,TQ49VM,2010-12-11,2031-1-5,1.14,103.92,895.5,1985.24,CC,Industrials
94LCQCE64,4RGEAR,2014-9-5,2024-1-20,2.75,115.92,859.11,9402.37,C,Utilities
I265PSNNY,MSSWZO,2021-6-3,2050-4-5,5.94,106.71,185.78,5989.4,AA,Finance
86KVDNXEV,CI5H5D,1983-10-22,2027-1-4,1.58,115.57,390.71,5312.73,CC,Energy
1Y27WYL0G,ODY88H,2018-6-17,2050-11-3,3.0,114.29,511.79,6049.67,AAA,Real Estate
FYR8N43TW,1KLGGC,1984-6-21,2034-11-18,4.31,85.85,653.89,4991.95,C,Healthcare
PJ59IB2DF,EZ3LML,1990-1-16,2036-7-14,5.01,114.52,213.67,7101.79,CC,Utilities
D2GK4TDDK,QGPM45,1989-9-23,2040-1-4,4.92,93.5,937.71,5576.04,B,Healthcare
DXZ5EIFC8,15961J,1986-10-17,2049-4-1,8.61,80.46,777.56,3312.22,A,Finance
1YFC2K39K,68LOHJ,2008-6-23,2027-12-18,9.81,112.2,574.39,9378.6,AAA,Real Estate
00BFGR5UE,RT1Z46,2021-1-27,2029-1-28,4.35,104.25,206.01,4566.82,D,Consumer Discretionary
W65POGJ0U,W64CAJ,1987-1-13,2031-9-21,2.18,111.91,997.76,9904.98,B,Industrials
JYINSXEAE,IVPSEY,2022-4-22,2041-5-14,8.91,104.43,828.49,6711.74,B,Technology
OWAKTHXGY,XWNBWF,1997-4-1,2031-6-19,7.98,86.0,898.02,9517.06,CCC,Consumer Staples
LEQI7BBCA,RNDDX9,2023-2-14,2025-12-8,5.88,91.69,313.84,2003.94,CC,Healthcare
C6OO45P3E,6YG55S,2000-4-12,2033-8-23,4.41,106.7,610.77,6536.62,BBB,Consumer Discretionary
6CJ86YCZB,HLZIKG,1988-9-18,2050-3-10,9.52,80.72,887.21,3901.86,BBB,Finance
92LT91NSG,OOW8Q2,1998-1-9,2036-11-22,2.86,108.75,956.69,2391.53,CC,Real Estate
TE0M8J74P,77FUHC,2008-8-15,2026-9-27,6.92,91.97,922.59,6779.87,C,Consumer Staples
DXPA9HZB8,O6ICDG,2017-9-9,2049-11-10,3.05,86.49,540.59,5915.27,A,Materials
2PTH1PINM,BQJS5F,1991-9-10,2034-2-3,7.54,105.91,483.58,4359.45,CCC,Technology
4K874H1NT,QJS5E0,2006-8-19,2041-11-27,3.89,103.34,279.87,3429.55,D,Real Estate
Y6VYYN0E9,385L58,2002-11-25,2037-5-28,6.99,103.92,505.99,7275.66,CCC,Consumer Staples
XFL7GUSZR,YF3R8N,1985-11-16,2035-12-3,3.43,92.74,985.03,4465.26,BB,Real Estate
ONO4ZC2S7,XF5TAZ,1985-2-1,2032-12-26,2.6,119.64,661.18,6350.63,C,Utilities
B59I1YD7I,LVSZGX,1992-10-17,2037-10-18,8.3,97.42,861.01,6325.4,AA,Technology
F0ETZKVMY,WYJC7U,2012-11-8,2029-2-28,3.28,80.87,229.78,6922.92,B,Utilities
CEFQA580E,X9LZ98,1993-12-8,2032-7-27,2.15,96.16,566.25,7758.84,BB,Consumer Staples
X5D88I5BO,0INUJQ,2022-3-18,2024-12-9,2.13,108.53,987.1,4420.65,BB,Industrials
FUH6WJNAR,C5T1SY,1984-12-12,2037-2-19,2.57,85.3,467.22,2031.37,A,Real Estate
11CM79LJH,6KJDVH,2011-3-24,2050-10-3,8.03,92.08,258.73,2736.65,D,Consumer Discretionary
S51JEM1J9,N00MC4,1998-1-15,2034-12-24,2.1,90.24,603.55,1784.06,B,Finance
IM9IB6T3D,CYWSD2,2007-7-15,2043-9-19,9.11,104.3,773.8,8778.09,B,Consumer Discretionary
V19QQ3GHD,S44CF2,1992-3-17,2042-11-17,3.64,80.53,681.51,7313.29,AA,Utilities
AKSA9LMCW,NXLSQ9,2009-8-10,2032-11-12,5.82,114.45,509.9,5432.08,CCC,Finance
YQMX8EPPZ,Q64JYF,2002-5-19,2024-6-6,2.91,87.19,387.67,8666.61,AA,Utilities
E637WWNQI,DZRECA,2012-10-18,2034-12-11,9.11,87.17,849.87,5548.42,D,Energy
WKYZ29NN4,VTP450,1983-5-17,2037-9-22,7.53,92.23,863.03,6584.06,C,Utilities
BPRFISAJU,ZJ3LCJ,2015-5-5,2040-9-4,7.57,89.49,877.01,1767.52,AAA,Real Estate
PU1RYB9L4,BC8YMV,2021-2-24,2039-11-17,2.15,93.54,518.89,8008.48,BB,Industrials
7W4F62MED,8BRUIZ,2005-6-1,2040-3-25,9.22,98.01,653.22,2606.34,B,Healthcare
GVCN7SL61,MMGVDF,2011-7-9,2039-11-1,3.13,106.77,147.35,7238.07,CC,Consumer Staples
8I314QX17,YOJK28,1992-2-14,2050-6-27,9.69,90.93,249.36,6063.45,AA,Materials
CYWWMZA05,F63I8O,2008-2-19,2026-8-6,8.09,111.03,166.91,2489.52,BBB,Finance
VAL0N6IQK,LB3GJO,2012-1-9,2031-5-2,7.55,102.53,175.59,3661.53,BB,Consumer Discretionary
297CCSTLJ,QDZM0J,2020-4-27,2033-5-19,1.07,83.71,347.29,4257.29,CCC,Materials
8QESAVX38,C08HMQ,2011-6-20,2026-9-9,5.52,112.95,244.89,7799.61,D,Consumer Discretionary
PHWCGD6JN,CERUXM,1997-6-20,2047-6-25,0.37,117.29,326.62,5753.69,A,Industrials
FQ2L6FC8D,8JBKUX,2014-3-25,2024-6-3,9.4,97.55,174.01,1688.47,AAA,Consumer Staples
EZCA6Q523,KM36IU,2011-5-8,2044-9-14,0.59,83.85,321.77,2945.5,A,Healthcare
YXW0XPSP6,YMSZ88,2015-5-19,2040-1-4,8.41,113.67,707.91,2829.65,AA,Energy
L7DAD3H64,CW34YW,2018-8-14,2038-9-17,8.77,80.96,674.18,1942.65,A,Healthcare
O9EL4C10J,6MXIDX,1992-8-22,2028-2-7,0.9,93.86,442.35,7256.08,BBB,Industrials
NSVQZIP39,S60OOM,1999-1-5,2046-1-28,1.27,119.66,705.31,3305.62,AA,Materials
SB6G3YCYG,TS8SP4,1997-6-19,2032-6-7,5.3,84.84,531.73,6676.81,B,Utilities
7P8ZTAZN3,W7D589,2021-5-10,2041-3-7,7.69,85.26,737.43,4693.72,D,Consumer Staples
F2IXZGIRL,0TJ4HG,2023-11-25,2040-7-15,8.62,87.66,876.01,6482.31,BBB,Technology
X9UA68CO0,E5Y43U,1997-9-3,2029-2-5,6.58,100.17,236.37,2667.59,CCC,Healthcare
MQY9DB4WQ,09KDVE,2014-12-26,2049-1-5,8.68,80.73,493.47,6597.51,AAA,Industrials
Z46OZVZ2S,751WQN,2007-4-1,2034-3-23,7.81,89.91,351.59,7272.17,CCC,Materials
HZFG131J3,48LAG0,1988-11-16,2029-9-15,3.11,85.4,421.89,9571.32,CCC,Finance
3F27RW9HD,S6U42R,1998-9-7,2029-8-15,9.77,90.41,459.05,4059.27,C,Consumer Staples
43HMITENP,86POJG,1980-5-25,2031-9-9,1.42,97.79,533.01,4109.7,A,Finance
ZWOFXUI0H,HDLD3K,2001-5-4,2035-7-2,2.55,85.68,424.02,1729.1,A,Consumer Discretionary
SU4IHT8TZ,7EWEER,2011-7-25,2049-7-25,5.43,95.21,887.08,6784.12,BBB,Consumer Staples
2MHGFQXKO,D7Y189,2003-10-24,2045-6-23,0.81,117.65,243.9,4430.07,C,Energy
GTXQ0IHFE,4TNPK1,2006-12-10,2040-11-9,9.13,103.31,978.0,1148.05,A,Consumer Discretionary
QO0SZVBN7,V2QIEC,1998-9-17,2026-2-2,3.4,109.2,266.25,8614.85,BB,Real Estate
52QGISGSZ,2DKRW2,2000-5-26,2027-4-9,7.19,119.59,973.18,8008.44,AAA,Consumer Discretionary
KEG88OW48,PYX4OA,2023-2-19,2050-6-1,8.35,118.87,120.36,6915.28,C,Energy
LF25KC8SK,5QSF3N,1998-12-28,2034-12-20,1.45,89.89,604.88,8918.69,B,Real Estate
2DYK2IDEF,T8N09M,1993-4-10,2033-5-25,3.29,92.5,583.0,8982.38,AA,Materials
LDEE8J8A2,1M69QN,2000-10-9,2047-11-1,8.91,113.97,630.37,2771.56,A,Real Estate
YNC23B4ZL,BMZ3KP,2005-5-28,2038-4-23,0.22,83.23,138.1,6877.3,B,Technology
10RBVSEGE,EI4HSX,2023-1-20,2046-9-10,9.43,102.8,953.03,2917.73,BB,Industrials
9PA9IIK9D,UGYQSB,2014-1-15,2026-2-12,0.95,95.0,512.49,9377.66,C,Healthcare
5AJ2X46KB,2GF1OE,1987-5-25,2034-10-26,3.53,109.6,639.8,8890.3,CCC,Real Estate
6IH2KWJ5M,0BA1TT,2004-3-19,2032-10-11,9.78,93.04,300.55,4578.19,BBB,Industrials
WDCWO982Y,0Z1BLU,2000-1-16,2033-1-9,0.92,119.27,548.97,5249.89,D,Finance
ZXCD8KACE,E5ZXS2,2013-5-15,2042-10-3,3.36,114.94,269.22,4377.0,AA,Utilities
7MSOLB2H5,OHED0J,1984-7-6,2044-3-8,0.55,98.24,821.84,6533.6,BB,Finance
SPMX2199E,E2MGFY,1987-1-21,2036-10-18,3.58,90.31,191.73,2077.52,CC,Consumer Discretionary
N3RWB6G56,APESMO,1995-2-14,2044-6-6,5.16,118.21,851.18,9938.89,C,Energy
A7FS0RX07,7TDPR6,1991-4-18,2046-8-21,0.29,103.13,782.2,5804.61,CC,Energy
9O7ENLNYN,4QM4CE,1997-5-5,2031-5-18,6.8,108.78,485.74,1358.21,C,Healthcare
BLBM6ON6R,RCIL17,2017-3-8,2045-7-18,0.18,105.37,978.95,2202.93,B,Industrials
3BHXP0QNM,7ZE4RY,2023-4-6,2041-6-12,3.72,94.24,857.08,9874.83,D,Healthcare
WX9IFO1G6,EXJE0J,1998-4-9,2034-3-2,3.78,96.99,218.79,9881.12,D,Consumer Discretionary
DNW0EL7VQ,GM1IVB,2008-6-24,2025-9-26,3.0,118.49,701.87,3942.54,BB,Consumer Staples
5TLRZ7WQJ,OWWFFI,2007-7-6,2047-6-28,3.84,87.9,909.35,9307.5,BBB,Materials
3HBLX60VI,B93GJ5,1991-7-20,2040-4-12,2.93,111.16,770.02,9793.14,BB,Technology
BIPW9QAI2,E4JCNZ,2019-3-9,2025-9-8,9.25,102.32,380.66,8735.01,AAA,Utilities
6JYTJ12SS,ODFO6A,1980-4-22,2025-9-22,3.4,82.45,640.82,4256.63,D,Energy
Y1N1O63SP,CUHXD1,2004-6-15,2035-6-28,6.2,105.48,573.85,3196.73,BBB,Materials
2PUDF80W6,N6OHZE,2023-2-7,2033-8-24,8.66,110.69,633.88,5796.89,B,Real Estate
RH42YJIRD,3N9KJ6,1992-2-10,2036-1-18,2.9,80.55,180.26,6827.91,CC,Real Estate
ULIW8I48S,3HFFGM,2023-9-3,2038-7-24,5.78,99.58,130.46,6946.16,BBB,Industrials
YAH3F8CLG,ZGCUAB,2015-5-24,2026-6-18,8.69,104.44,373.01,8611.17,CC,Healthcare
ZUO4YYHP1,32J854,1993-12-7,2046-3-14,4.83,93.05,837.78,3658.72,CCC,Real Estate
2BAF3QKPA,0QBYJM,2000-5-9,2034-10-9,6.59,113.08,464.3,3395.39,C,Finance
FX0SD6BM0,9HUSCI,2002-6-10,2044-11-8,4.93,114.27,590.9,2971.45,AA,Real Estate
JEUZOUYN7,HZ897M,1996-3-3,2030-1-9,1.31,80.17,871.36,7989.37,D,Consumer Staples
D4M0MGA99,G7T4T8,1983-11-6,2035-5-5,5.69,106.28,270.68,8228.81,B,Consumer Staples
KGQEW3W10,KDTDJD,1990-7-15,2041-6-15,1.17,118.19,559.35,3465.31,AA,Consumer Staples
J9HXJA0PX,AGZKK3,2001-6-1,2037-3-13,6.09,100.99,685.05,3314.99,CC,Healthcare
55TBWW6FC,OJK5LN,1984-5-11,2025-10-27,3.84,94.17,428.2,7302.08,B,Materials
7O50BCT2N,JR5S2G,1992-7-26,2048-3-3,0.95,113.4,506.68,7551.36,CC,Finance
3A3DYLIVY,RL5JTK,1981-5-23,2039-7-4,5.53,82.65,337.1,6126.38,BB,Finance
D5WBXHXNJ,GHPQST,1992-4-10,2026-5-10,5.52,101.79,720.12,3892.23,D,Industrials
Z28E332Y8,6CXDZQ,1994-4-28,2041-2-26,1.3,102.26,391.66,9164.6,AA,Real Estate
Q10FOQJSP,UX4KN1,1994-8-16,2026-8-25,7.63,88.73,846.76,2578.01,CCC,Real Estate
0KSTJB4LE,T6240V,1980-3-22,2034-6-15,6.66,108.95,695.77,4343.35,B,Healthcare
QS8PNJDSA,S4YOSZ,1999-9-14,2029-5-17,5.3,119.74,226.82,6149.49,B,Real Estate
A5N9TWVCH,AP7LAC,2016-10-7,2044-9-18,1.54,83.74,238.47,5175.67,D,Real Estate
XFBZAHJ7S,QSY18H,2004-8-13,2033-10-11,2.07,107.12,413.82,5419.76,BB,Materials
6NB118PFR,3OIOP5,2005-10-13,2040-4-8,3.36,112.28,512.35,9616.44,C,Real Estate
GROBB7CHO,O6XMZ3,2000-1-26,2030-3-15,1.59,112.36,935.72,7791.68,AAA,Healthcare
0NKJ47SU3,3W3SIS,1992-9-4,2024-3-9,4.35,101.08,228.55,3601.91,CCC,Consumer Discretionary
MPPXNAXL9,TV89K5,1997-12-1,2049-10-20,6.84,90.35,107.02,1464.65,AAA,Finance
GB445D9H9,9QHAUQ,1999-5-28,2044-5-28,2.74,91.46,496.52,5056.06,D,Materials
BAJMQCA60,K3VLO1,1987-8-20,2035-3-13,2.7,97.72,125.1,2007.47,BB,Materials
VBA08PPIU,2YCWXQ,2005-11-17,2043-1-22,8.9,86.96,693.02,2146.38,A,Utilities
Q7WX4HH8S,W8MN4H,1985-3-26,2026-11-2,9.09,83.09,466.58,7006.28,D,Utilities
CS0Y7JR09,K4JQ70,2019-8-9,2028-4-8,2.34,107.74,874.02,8948.84,CC,Energy
UW2UIQFSX,3ACSKD,2011-12-20,2034-7-19,6.29,118.95,644.31,7320.89,AA,Materials
H363128OQ,JAAK4Q,2018-11-10,2047-6-22,9.53,95.88,813.19,9174.41,BB,Finance
NIKLX3BOQ,5QYFJS,2014-2-7,2049-11-19,3.12,95.35,968.5,4904.53,CCC,Finance
8JM4ZGXW9,BDMIHB,2003-8-16,2044-11-4,6.63,85.04,373.12,8043.73,BBB,Consumer Discretionary
P59K4D2JX,9DSR3L,2013-6-3,2034-10-23,7.87,99.02,764.96,1075.05,BB,Consumer Staples
S1YVA8VCH,B5G21R,1983-6-14,2031-11-15,0.11,91.95,139.9,9367.95,BB,Healthcare
75ZWFSK1Y,9BOR3H,2007-2-12,2043-12-2,5.27,108.95,691.34,1519.79,A,Healthcare
49SJX4TGR,KXDE88,2018-2-12,2038-5-11,0.74,99.79,460.85,8229.34,AA,Technology
NX23CGNQ4,EJP64A,1999-8-24,2034-12-11,0.63,118.05,384.42,4497.06,BBB,Technology
AIKWR2Z40,F0TQZK,1993-8-27,2035-5-16,6.24,104.91,130.38,2705.56,BB,Utilities
QWYW3B3FN,URMNDR,1990-3-2,2034-6-2,6.92,112.56,401.89,2999.12,CCC,Technology
AG95IEQHA,QYSZZY,1984-3-24,2027-8-20,8.18,90.83,269.0,7300.54,BB,Materials
S2BDQ23C3,3WEUQ9,2007-7-26,2036-9-22,5.24,102.9,847.37,1039.81,CC,Consumer Discretionary
AEOMKK00J,RT5D93,2010-6-25,2044-4-23,7.7,92.97,538.28,7120.84,BBB,Consumer Staples
KDA0M3E54,Z7ICSR,2010-3-14,2038-11-12,7.59,118.14,710.33,8747.52,BBB,Finance
4AKSYC4K0,H5F46O,2011-10-14,2035-12-16,9.23,84.07,688.74,8281.22,A,Finance
3D4B0NO4M,AAHFN9,2011-5-13,2038-5-22,7.58,117.13,531.31,5087.33,A,Energy
1QXWFEHAM,XFPKMP,1991-1-9,2046-10-27,9.73,115.89,706.15,7749.05,CC,Consumer Discretionary
N94U08JQK,CWVFGR,2015-9-18,2044-3-21,3.26,89.47,950.01,7117.37,AA,Technology
OOJ3DS4ZO,F1YK87,1994-3-27,2029-7-12,8.21,82.31,358.76,3742.5,CC,Finance
TS0TAHD6B,ALQWYU,2007-1-5,2032-11-24,0.25,82.59,744.72,2124.46,CC,Materials
Z1G3M6WAW,J7KYZS,1982-9-3,2033-8-16,7.18,119.1,980.39,4187.45,BBB,Finance
G5BPA2LB3,VXIFZ1,2001-4-14,2042-1-22,3.26,98.76,862.84,9935.56,C,Healthcare
XPS6BGWQV,2W1E9L,2004-8-6,2034-11-3,8.73,87.39,895.9,4591.73,A,Consumer Staples
NR3EC9R5W,SDX3UL,2019-7-24,2044-2-3,3.23,115.3,630.2,1090.81,D,Materials
6TZFBF8JW,Y6IZBM,2009-2-10,2043-3-14,6.04,93.42,286.94,6371.26,C,Industrials
DFLZ966PI,A7Q4D3,2019-7-20,2026-3-27,0.1,114.22,755.29,9169.93,A,Utilities
ZNHUTXOQW,6JVYWG,2010-6-16,2049-5-24,8.96,105.24,543.47,3859.63,CC,Technology
W5IDLQA5T,GA0QRA,1984-6-9,2040-6-19,7.9,98.32,934.8,5988.91,BB,Finance
PGUYYZA3U,7ASCII,1999-1-5,2031-3-7,9.28,97.44,330.02,9150.04,A,Materials
3JLQ6NBL4,RGAQLD,1994-7-2,2028-1-23,3.23,91.58,451.16,9089.13,AAA,Finance
FWI62SHF3,RASRAJ,2003-5-21,2026-10-28,7.88,103.34,234.04,8251.14,AA,Technology
OBX0BGLU9,O253L1,2014-12-11,2026-9-6,1.59,115.23,691.86,7401.18,AA,Real Estate
KYM4TULN3,KSDT4N,2005-6-20,2024-12-3,8.48,81.68,234.6,5788.32,A,Materials
4B7NOXO0J,GKR130,1985-7-20,2036-4-27,9.44,113.88,690.45,7695.68,CCC,Real Estate
KKZQHT8V2,LV2UXY,1995-5-12,2048-7-10,2.17,89.66,907.3,3103.84,D,Real Estate
9EOYJEO9I,FO2BGQ,2002-3-19,2045-11-10,5.86,100.56,330.1,9804.51,BB,Industrials
LQ732K6W2,6A8X62,2018-1-10,2028-6-6,0.4,95.56,646.79,5847.77,D,Consumer Staples
K7ADU06BX,Q3T8CL,1992-3-9,2049-11-15,7.83,85.07,930.9,4251.55,AA,Materials
CIBBA4GC7,U8XX7Y,1991-10-1,2027-8-20,0.63,113.83,975.73,3881.98,CCC,Energy
505MWLXI4,USUASU,1992-8-21,2032-11-26,3.25,111.11,775.99,4547.12,BBB,Energy
82EAG3CQO,H34MU7,1980-8-24,2048-9-12,3.49,87.06,578.37,6454.86,C,Utilities
0ZQAFRRHV,MR6HSH,1998-2-4,2029-8-22,5.18,108.51,817.83,3713.59,D,Energy
N7V9K6K6I,C6D4L3,1982-1-17,2030-7-20,3.7,100.96,631.75,4567.91,CCC,Materials
KRXRLVWWD,GL1TA7,2003-3-23,2045-2-4,1.43,117.64,219.15,7105.75,BBB,Utilities
HUJIC6WYB,ZMXNF4,1988-5-11,2033-4-1,5.65,87.25,270.63,5944.8,A,Real Estate
J1ZH3YZ4U,GBS0VM,2021-2-14,2026-10-25,7.01,107.36,564.78,9005.03,AA,Industrials
U3KLA35TL,XCPJS5,1984-7-24,2026-9-25,7.24,118.36,845.73,7089.44,AAA,Consumer Discretionary
DNQ8HPH8C,344ZTL,1990-10-21,2038-8-24,9.18,113.47,796.72,9443.67,B,Healthcare
0W9YKLL9Z,N16HRM,1988-10-22,2038-10-17,8.19,111.29,194.53,2263.65,C,Energy
V6FW34CXF,FO8AAV,2017-5-16,2041-7-15,0.17,92.93,995.89,3065.04,C,Consumer Staples
030OAKCSG,TO7CO1,2016-9-6,2029-5-13,7.76,113.46,764.94,8562.18,BBB,Energy
T33B4JLBW,XNOXZV,1989-6-1,2039-10-4,7.35,83.2,708.69,1461.16,BBB,Industrials
TYVFH436P,AYPI99,1990-2-23,2024-6-1,1.58,105.85,168.49,1757.72,CC,Utilities
X2LZYVCWU,KJHUKQ,2001-5-6,2040-4-24,0.85,117.95,769.73,4553.63,A,Utilities
YHDONC9BL,TTHC10,2006-6-26,2049-4-21,8.05,112.86,199.31,7770.27,AA,Consumer Discretionary
5C858IX36,1XQRS2,1993-5-10,2050-12-6,9.38,104.92,390.42,4240.37,C,Materials
9OZI4F0D6,LAU0I1,1986-10-24,2035-1-4,5.63,98.53,810.47,4577.54,CC,Healthcare
CZC2DOF2Z,09VY34,1989-2-5,2038-11-17,9.37,112.88,675.62,1936.73,D,Utilities
97610IOUF,IRI3VN,2001-10-23,2043-2-11,0.55,81.29,650.82,1130.06,C,Consumer Staples
K6VG8RZOL,DRPBBC,2022-6-21,2029-9-25,4.15,109.58,668.02,6074.35,D,Energy
XUTOGLBGH,OC6N38,2011-12-7,2028-1-20,0.13,89.75,500.17,7447.69,C,Technology
HX81T2EZC,K10OV4,1997-9-8,2036-5-8,6.9,101.95,413.72,6859.17,D,Materials
X1UORA1O4,J46RC0,1994-4-1,2048-7-16,8.67,107.82,249.77,3586.89,D,Materials
SODV7GM7U,TA0E7I,2023-9-9,2037-2-5,2.47,107.99,386.87,5372.26,A,Real Estate
5UEDM5XAV,F7QDUW,1984-9-8,2033-4-26,5.89,96.98,838.58,2179.25,D,Industrials
WAVNXEDU4,G2UV59,1991-4-27,2034-3-17,7.81,109.56,381.0,7833.05,BBB,Healthcare
NA2VVX6UV,MFQNAO,2015-1-4,2047-9-16,3.21,87.14,519.28,5795.06,B,Technology
RU1Q2Q5F1,7UOH3V,2005-8-25,2025-8-15,6.62,107.74,609.03,7327.17,CC,Finance
82S1TOWVO,TI0BW2,1984-3-17,2034-3-27,9.16,103.28,795.06,5292.93,AAA,Industrials
52R1NT1YX,HA2LID,2000-7-19,2044-3-13,1.0,92.82,839.55,6967.87,C,Real Estate
